Naturais,Ciclo Perfeito,A / B,Excluídos-por-si,
570,8640000,"0,00006597222222222220",,
571,8640000,"0,00006608796296296300",,
572,8640000,"0,00006620370370370370",661,
573,8640000,"0,00006631944444444450",,
574,8640000,"0,00006643518518518520",,
575,8640000,"0,00006655092592592590",,
576,8640000,"0,00006666666666666670",,
577,8640000,"0,00006678240740740740",,
578,8640000,"0,00006689814814814820",,
579,8640000,"0,00006701388888888890",669,
580,8640000,"0,00006712962962962960",,
581,8640000,"0,00006724537037037040",,
582,8640000,"0,00006736111111111110",,
583,8640000,"0,00006747685185185190",,
584,8640000,"0,00006759259259259260",,
585,8640000,"0,00006770833333333330",676,
586,8640000,"0,00006782407407407410",,
587,8640000,"0,00006793981481481480",,
588,8640000,"0,00006805555555555560",,
589,8640000,"0,00006817129629629630",,
590,8640000,"0,00006828703703703700",,
591,8640000,"0,00006840277777777780",683,
592,8640000,"0,00006851851851851850",,
593,8640000,"0,00006863425925925930",,
594,8640000,"0,00006875000000000000",,
595,8640000,"0,00006886574074074070",,
596,8640000,"0,00006898148148148150",,
597,8640000,"0,00006909722222222220",,
598,8640000,"0,00006921296296296300",691,
599,8640000,"0,00006932870370370370",,
600,8640000,"0,00006944444444444440",,
601,8640000,"0,00006956018518518520",,
602,8640000,"0,00006967592592592590",,
603,8640000,"0,00006979166666666670",,
604,8640000,"0,00006990740740740740",698,
605,8640000,"0,00007002314814814810",,
606,8640000,"0,00007013888888888890",,
607,8640000,"0,00007025462962962960",,
608,8640000,"0,00007037037037037040",,
609,8640000,"0,00007048611111111110",,
610,8640000,"0,00007060185185185190",705,
611,8640000,"0,00007071759259259260",,
612,8640000,"0,00007083333333333330",,
613,8640000,"0,00007094907407407410",,
614,8640000,"0,00007106481481481480",,
615,8640000,"0,00007118055555555560",,
616,8640000,"0,00007129629629629630",,
617,8640000,"0,00007141203703703700",713,
618,8640000,"0,00007152777777777780",,
619,8640000,"0,00007164351851851850",,
620,8640000,"0,00007175925925925930",,
621,8640000,"0,00007187500000000000",,
622,8640000,"0,00007199074074074070",,
623,8640000,"0,00007210648148148150",720,
624,8640000,"0,00007222222222222220",,
625,8640000,"0,00007233796296296300",,
626,8640000,"0,00007245370370370370",,
627,8640000,"0,00007256944444444440",,
628,8640000,"0,00007268518518518520",,
629,8640000,"0,00007280092592592590",727,
630,8640000,"0,00007291666666666670",,
631,8640000,"0,00007303240740740740",,
632,8640000,"0,00007314814814814820",,
633,8640000,"0,00007326388888888890",,
634,8640000,"0,00007337962962962960",,
635,8640000,"0,00007349537037037040",,
636,8640000,"0,00007361111111111110",735,
637,8640000,"0,00007372685185185190",,
638,8640000,"0,00007384259259259260",,
639,8640000,"0,00007395833333333330",,
640,8640000,"0,00007407407407407410",,
641,8640000,"0,00007418981481481480",,
642,8640000,"0,00007430555555555560",742,
643,8640000,"0,00007442129629629630",,
644,8640000,"0,00007453703703703700",,
645,8640000,"0,00007465277777777780",,
646,8640000,"0,00007476851851851850",,
647,8640000,"0,00007488425925925930",,
648,8640000,"0,00007500000000000000",749,
649,8640000,"0,00007511574074074080",,
650,8640000,"0,00007523148148148150",,
651,8640000,"0,00007534722222222220",,
652,8640000,"0,00007546296296296300",,
653,8640000,"0,00007557870370370370",,
654,8640000,"0,00007569444444444450",,
655,8640000,"0,00007581018518518520",757,
656,8640000,"0,00007592592592592590",,
657,8640000,"0,00007604166666666670",,
658,8640000,"0,00007615740740740740",,
659,8640000,"0,00007627314814814820",,
660,8640000,"0,00007638888888888890",,
661,8640000,"0,00007650462962962960",764,
662,8640000,"0,00007662037037037040",,
663,8640000,"0,00007673611111111110",,
664,8640000,"0,00007685185185185190",,
665,8640000,"0,00007696759259259260",,
666,8640000,"0,00007708333333333330",,
667,8640000,"0,00007719907407407410",,
668,8640000,"0,00007731481481481480",772,
669,8640000,"0,00007743055555555560",,
670,8640000,"0,00007754629629629630",,
671,8640000,"0,00007766203703703700",,
672,8640000,"0,00007777777777777780",,
673,8640000,"0,00007789351851851850",,
674,8640000,"0,00007800925925925930",779,
675,8640000,"0,00007812500000000000",,
676,8640000,"0,00007824074074074070",,
677,8640000,"0,00007835648148148150",,
678,8640000,"0,00007847222222222220",,
679,8640000,"0,00007858796296296300",,
680,8640000,"0,00007870370370370370",786,
681,8640000,"0,00007881944444444440",,
682,8640000,"0,00007893518518518520",,
683,8640000,"0,00007905092592592590",,
684,8640000,"0,00007916666666666670",,
685,8640000,"0,00007928240740740740",,
686,8640000,"0,00007939814814814810",,
