,,,272,8,1,TOTAL.G-3.4,,1035,,TOTAL.G-3.2,,903,,TOTAL.G-3.2,,903,,514,,TOTAL.G-2.1,,462,,TOTAL.G-2.2,,528,,TOTAL.G-2.3,,594,,TOTAL.G-2.4,,660,,TOTAL.G-2.5,,726
,,,279,7,,TOTAL.G-3.5,,1101,,TOTAL.G-3.1,,837,,TOTAL.G-3.C,,521,,448,,,,375,,,,375,,,,375,,,,375,,,,375
,,,286,7,,TOTAL.G-3,,5366,,DIFERENÇA.G.3.2-1,,66,,,,382,,66,,,,,,,,,,,,,,,,,,,,
TOTAL.G-3.1,,,837,,,,,,,,,,,,,,,,,TOTAL.G-4.1,,1212,,TOTAL.G-4.2,,1278,,TOTAL.G-4.3,,1344,,TOTAL.G-4.4,,1410,,TOTAL.G-4.5,,1476
,,,,,,,,,,TOTAL.G-3.3,,969,,TOTAL.G-3.3,,969,,448,,TOTAL.G-3.1,,837,,TOTAL.G-3.2,,903,,TOTAL.G-3.3,,969,,TOTAL.G-3.4,,1035,,TOTAL.G-3.5,,1101
,,,294,8,2,,,,,TOTAL.G-3.2,,903,,TOTAL.G-3.C,,521,,382,,,,375,,,,375,,,,375,,,,375,,,,375
,,,301,7,,,,,,DIFERENÇA.G.3.3-2,,66,,,,448,,66,,,,,,,,,,,,,,,,,,,,
,,,308,7,,,,,,,,,,,,,,,,TOTAL.G-5.1,,1587,,TOTAL.G-5.2,,1653,,TOTAL.G-5.3,,1719,,TOTAL.G-5.4,,1785,,TOTAL.G-5.5,,1851
TOTAL.G-3.2,,,903,,,,,,,TOTAL.G-3.4,,1035,,TOTAL.G-3.4,,1035,,382,,TOTAL.G-4.1,,1212,,TOTAL.G-4.2,,1278,,TOTAL.G-4.3,,1344,,TOTAL.G-4.4,,1410,,TOTAL.G-4.5,,1476
,,,,,,,,,,TOTAL.G-3.3,,969,,TOTAL.G-3.C,,521,,316,,,,375,,,,375,,,,375,,,,375,,,,375
,,,316,8,3,,,,,DIFERENÇA.G.3.4-3,,66,,,,514,,66,,,,,,,,,,,,,,,,,,,,
,,,323,7,,,,,,,,,,,,,,,,TOTAL.G-6.1,,1962,,TOTAL.G-6.2,,2028,,TOTAL.G-6.3,,2094,,TOTAL.G-6.4,,2160,,TOTAL.G-6.5,,2226
,,,330,7,,,,,,TOTAL.G-3.5,,1101,,TOTAL.G-3.5,,1101,,,,TOTAL.G-5.1,,1587,,TOTAL.G-5.2,,1653,,TOTAL.G-5.3,,1719,,TOTAL.G-5.4,,1785,,TOTAL.G-5.5,,1851
TOTAL.G-3.3,,,969,,,,,,,TOTAL.G-3.4,,1035,,TOTAL.G-3.C,,521,,,,,,375,,,,375,,,,375,,,,375,,,,375
,,,,,,,,,,DIFERENÇA.G.3.5-4,,66,,,,580,,,,,,,,,,,,,,,,,,,,,,
,,,338,8,4,,,,,,,,,,,,,,,TOTAL.G-7.1,,2337,,TOTAL.G-7.2,,2403,,TOTAL.G-7.3,,2469,,TOTAL.G-7.4,,2535,,TOTAL.G-7.5,,2601
,,,345,7,,,,,,,,,,,,,,,,TOTAL.G-6.1,,1962,,TOTAL.G-6.2,,2028,,TOTAL.G-6.3,,2094,,TOTAL.G-6.4,,2160,,TOTAL.G-6.5,,2226
,,,352,7,,,,,,,,,,,,,,,,,,375,,,,375,,,,375,,,,375,,,,375
TOTAL.G-3.4,,,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TOTAL.G-8.1,,2712,,TOTAL.G-8.2,,2778,,TOTAL.G-8.3,,2844,,TOTAL.G-8.4,,2910,,TOTAL.G-8.5,,2976
,,,360,8,5,,,,,,,,,,,,,,,TOTAL.G-7.1,,2337,,TOTAL.G-7.2,,2403,,TOTAL.G-7.3,,2469,,TOTAL.G-7.4,,2535,,TOTAL.G-7.5,,2601
,,,367,7,,,,,,,,,,,,,,,,,,375,,,,375,,,,375,,,,375,,,,375
,,,374,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL.G-3.5,,,1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRUPO 04,,,,,,,,,,,,,,,,,,,,TOTAL.G-2,,3241,,,,,,,,,,,,,,,,
,,,,,,SOMA,,,,SUBTRAÇÕES,,,,,,,,,,TOTAL.G-1,,1116,,,,,,,,,,,,,,,,
,,,382,8,,TOTAL.G-4.C,,771,,TOTAL.G-4.1,,1212,,TOTAL.G-4.1,,1212,,705,,,,2125,,,,,,,,,,,,,,,,
,,,389,7,,TOTAL.G-4.1,,1212,,TOTAL.G-4.C,,771,,TOTAL.G-4.C,,771,,639,,,,,,,,,,,,,,,,,,,,
TOTAL.G-4.C,,,771,,,TOTAL.G-4.2,,1278,,DIFERENÇA.G.4.1-C,,441,,,,441,,66,,TOTAL.G-3,,5366,,,,,,,,,,,,,,,,
,,,,,,TOTAL.G-4.3,,1344,,,,,,,,,,,,TOTAL.G-2,,3241,,,,,,,,,,,,,,,,
,,,397,8,1,TOTAL.G-4.4,,1410,,TOTAL.G-4.2,,1278,,TOTAL.G-4.2,,1278,,639,,,,2125,,,,,,,,,,,,,,,,
,,,404,7,,TOTAL.G-4.5,,1476,,TOTAL.G-4.1,,1212,,TOTAL.G-4.C,,771,,573,,,,,,,,,,,,,,,,,,,,
,,,411,7,,TOTAL.G-4,,7491,,DIFERENÇA.G.4.2-1,,66,,,,507,,66,,TOTAL.G-4,,7491,,,,,,,,,,,,,,,,
TOTAL.G-4.1,,,1212,,,,,,,,,,,,,,,,,TOTAL.G-3,,5366,,,,,,,,,,,,,,,,
,,,,,,,,,,TOTAL.G-4.3,,1344,,TOTAL.G-4.3,,1344,,573,,,,2125,,,,,,,,,,,,,,,,
,,,419,8,2,,,,,TOTAL.G-4.2,,1278,,TOTAL.G-4.C,,771,,507,,,,,,,,,,,,,,,,,,,,
,,,426,7,,,,,,DIFERENÇA.G.4.3-2,,66,,,,573,,66,,TOTAL.G-5,,9616,,,,,,,,,,,,,,,,
,,,433,7,,,,,,,,,,,,,,,,TOTAL.G-4,,7491,,,,,,,,,,,,,,,,
TOTAL.G-4.2,,,1278,,,,,,,TOTAL.G-4.4,,1410,,TOTAL.G-4.4,,1410,,507,,,,2125,,,,,,,,,,,,,,,,
,,,,,,,,,,TOTAL.G-4.3,,1344,,TOTAL.G-4.C,,771,,441,,,,,,,,,,,,,,,,,,,,
