Naturais,B + 86,Ciclo Perfeito,B / C,D posterior – D atual
1,86,8640000,"0,00000995370370370371","0,00000995370370370371"
2,172,8640000,"0,00001990740740740740","0,00000995370370370370"
3,258,8640000,"0,00002986111111111110","0,00000995370370370371"
4,344,8640000,"0,00003981481481481480","0,00000995370370370370"
5,430,8640000,"0,00004976851851851850","0,00000995370370370371"
6,516,8640000,"0,00005972222222222220","0,00000995370370370371"
7,602,8640000,"0,00006967592592592590","0,00000995370370370371"
8,688,8640000,"0,00007962962962962960","0,00000995370370370370"
9,774,8640000,"0,00008958333333333330","0,00000995370370370370"
10,860,8640000,"0,00009953703703703700","0,00000995370370370371"
11,946,8640000,"0,00010949074074074100","0,00000995370370370370"
12,1032,8640000,"0,00011944444444444400","0,00000995370370370371"
13,1118,8640000,"0,00012939814814814800","0,00000995370370370370"
14,1204,8640000,"0,00013935185185185200","0,00000995370370370370"
15,1290,8640000,"0,00014930555555555600","0,00000995370370370373"
16,1376,8640000,"0,00015925925925925900","0,00000995370370370370"
17,1462,8640000,"0,00016921296296296300","0,00000995370370370370"
18,1548,8640000,"0,00017916666666666700","0,00000995370370370370"
19,1634,8640000,"0,00018912037037037000","0,00000995370370370370"
20,1720,8640000,"0,00019907407407407400","0,00000995370370370373"
21,1806,8640000,"0,00020902777777777800","0,00000995370370370370"
22,1892,8640000,"0,00021898148148148100","0,00000995370370370370"
23,1978,8640000,"0,00022893518518518500","0,00000995370370370370"
24,2064,8640000,"0,00023888888888888900","0,00000995370370370373"
25,2150,8640000,"0,00024884259259259300","0,00000995370370370370"
26,2236,8640000,"0,00025879629629629600","0,00000995370370370370"
27,2322,8640000,"0,00026875000000000000","0,00000995370370370370"
28,2408,8640000,"0,00027870370370370400","0,00000995370370370370"
29,2494,8640000,"0,00028865740740740700","0,00000995370370370370"
30,2580,8640000,"0,00029861111111111100","0,00000995370370370370"
31,2666,8640000,"0,00030856481481481500","0,00000995370370370375"
32,2752,8640000,"0,00031851851851851900","0,00000995370370370370"
33,2838,8640000,"0,00032847222222222200","0,00000995370370370370"
34,2924,8640000,"0,00033842592592592600","0,00000995370370370370"
